360.0000,0.0000,0.0000,0.0000
362.0000,0.0000,0.0000,0.0000
364.0000,0.0000,0.0000,0.0000
366.0000,0.0000,0.0000,0.0000
368.0000,0.0000,0.0000,0.0001
370.0000,0.0000,0.0000,0.0001
372.0000,0.0000,0.0001,0.0003
374.0000,0.0002,0.0001,0.0005
376.0000,0.0005,0.0002,0.0007
378.0000,0.0009,0.0002,0.0010
380.0000,0.0013,0.0002,0.0012
382.0000,0.0013,0.0002,0.0013
384.0000,0.0010,0.0001,0.0013
386.0000,0.0006,0.0001,0.0014
388.0000,0.0002,0.0000,0.0016
390.0000,0.0000,0.0000,0.0020
392.0000,0.0000,0.0000,0.0028
394.0000,0.0000,0.0000,0.0037
396.0000,0.0000,0.0000,0.0050
398.0000,0.0000,0.0000,0.0065
400.0000,0.0000,0.0000,0.0083
402.0000,0.0000,0.0000,0.0107
404.0000,0.0000,0.0000,0.0138
406.0000,0.0000,0.0000,0.0175
408.0000,0.0000,0.0000,0.0219
410.0000,0.0000,0.0000,0.0268
412.0000,0.0000,0.0000,0.0325
414.0000,0.0000,0.0000,0.0392
416.0000,0.0000,0.0000,0.0471
418.0000,0.0000,0.0000,0.0562
420.0000,0.0000,0.0000,0.0667
422.0000,0.0000,0.0000,0.0790
424.0000,0.0000,0.0000,0.0935
426.0000,0.0000,0.0000,0.1095
428.0000,0.0000,0.0000,0.1265
430.0000,0.0000,0.0000,0.1434
432.0000,0.0000,0.0000,0.1591
434.0000,0.0000,0.0000,0.1738
436.0000,0.0000,0.0000,0.1891
438.0000,0.0000,0.0000,0.2068
440.0000,0.0000,0.0000,0.2290
442.0000,0.0000,0.0003,0.2557
444.0000,0.0000,0.0010,0.2866
446.0000,0.0000,0.0020,0.3231
448.0000,0.0000,0.0030,0.3670
450.0000,0.0000,0.0039,0.4204
452.0000,0.0000,0.0046,0.4863
454.0000,0.0000,0.0052,0.5635
456.0000,0.0000,0.0058,0.6478
458.0000,0.0000,0.0064,0.7344
460.0000,0.0000,0.0071,0.8174
462.0000,0.0000,0.0079,0.8952
464.0000,0.0000,0.0089,0.9611
466.0000,0.0000,0.0099,1.0000
468.0000,0.0000,0.0108,0.9959
470.0000,0.0000,0.0117,0.9339
472.0000,0.0000,0.0126,0.8125
474.0000,0.0000,0.0134,0.6538
476.0000,0.0000,0.0142,0.4825
478.0000,0.0000,0.0150,0.3240
480.0000,0.0000,0.0158,0.2028
482.0000,0.0000,0.0163,0.1230
484.0000,0.0000,0.0165,0.0710
486.0000,0.0000,0.0166,0.0407
488.0000,0.0000,0.0167,0.0243
490.0000,0.0000,0.0174,0.0150
492.0000,0.0000,0.0184,0.0087
494.0000,0.0000,0.0196,0.0051
496.0000,0.0000,0.0211,0.0033
498.0000,0.0000,0.0230,0.0025
500.0000,0.0000,0.0256,0.0020
502.0000,0.0000,0.0296,0.0014
504.0000,0.0000,0.0356,0.0009
506.0000,0.0000,0.0430,0.0004
508.0000,0.0000,0.0514,0.0001
510.0000,0.0000,0.0600,0.0000
512.0000,0.0000,0.0690,0.0000
514.0000,0.0000,0.0787,0.0000
516.0000,0.0000,0.0888,0.0000
518.0000,0.0000,0.0990,0.0000
520.0000,0.0000,0.1095,0.0000
522.0000,0.0000,0.1201,0.0000
524.0000,0.0000,0.1310,0.0000
526.0000,0.0000,0.1427,0.0000
528.0000,0.0000,0.1556,0.0000
530.0000,0.0000,0.1704,0.0000
532.0000,0.0000,0.1829,0.0000
534.0000,0.0000,0.1944,0.0000
536.0000,0.0000,0.2151,0.0000
538.0000,0.0000,0.2556,0.0000
540.0000,0.0000,0.3269,0.0000
542.0000,0.0000,0.4552,0.0000
544.0000,0.0000,0.6303,0.0000
546.0000,0.0000,0.8082,0.0000
548.0000,0.0000,0.9457,0.0000
550.0000,0.0000,1.0000,0.0000
552.0000,0.0000,0.9408,0.0000
554.0000,0.0000,0.7932,0.0000
556.0000,0.0000,0.5983,0.0000
558.0000,0.0000,0.4023,0.0000
560.0000,0.0000,0.2559,0.0000
562.0000,0.0000,0.1744,0.0000
